,Unnamed: 0,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,START_DATE,END_DATE
2888,649862,,2008,2454566.5,101,,5,Debris Burning,,,,0.5,B,31.72496,-98.31815,2008-04-10,
2889,1693629,GRASS FIRE 4269,2013,2456393.5,101,,6,Railroad,,,,1.0,B,33.350273699999995,-94.5056375,2013-04-11,
2890,777806,,1996,2450183.5,101,1215.0,13,Missing/Undefined,2450183.5,101.0,1400.0,20.0,C,35.67509828,-94.72779852,1996-04-10,1996-04-10
2891,778373,,1993,2449088.5,101,1500.0,13,Missing/Undefined,2449088.5,101.0,1630.0,4.0,B,35.51599887,-94.77079782,1993-04-11,1993-04-11
2892,1312005,,2006,2453836.5,101,1828.0,9,Miscellaneous,2453836.5,101.0,1828.0,1.0,B,41.77467632,-74.91772727,2006-04-11,2006-04-11
2893,671993,,2003,2452740.5,101,,5,Debris Burning,,,,0.1,A,43.44897436,-89.55902042,2003-04-11,
2894,433824,,2004,2453105.5,101,,7,Arson,,,,0.15,A,33.37533905,-82.03360234,2004-04-10,
2895,1082038,RASEY                    ,1997,2450549.5,101,,5,Debris Burning,,,,0.3,B,37.07611111,-120.60805559999999,1997-04-11,
2896,412854,PILGRIM TRAIL FIRE,2006,2453836.5,101,,13,Missing/Undefined,,,,78.0,C,30.77832998,-87.42471998,2006-04-11,
2897,707845,,1996,2450183.5,101,1500.0,8,Children,2450183.5,101.0,1830.0,25.0,C,33.58460005,-89.65235379,1996-04-10,1996-04-10
2898,1553587,87S & FM 1686,2011,2455662.5,101,,9,Miscellaneous,,,,2.0,B,28.7196424,-96.8738969,2011-04-11,
2899,260506,SEAT,2009,2454932.5,101,1800.0,9,Miscellaneous,2454932.5,101.0,1900.0,0.5,B,44.0603,-99.4472,2009-04-11,2009-04-11
2900,1248399,FY2001-PUTNAM-031,2001,2452010.5,101,1755.0,5,Debris Burning,2452010.5,101.0,1755.0,0.5,B,33.4182,-83.277,2001-04-11,2001-04-11
2901,1553584,2011197,2011,2455662.5,101,,2,Equipment Use,,,,1.6,B,32.389194,-102.56075,2011-04-11,
2902,999062,,1992,2448723.5,102,,3,Smoking,,,,10.0,C,35.5317,-77.625,1992-04-11,
2903,777058,,1993,2449089.5,102,1615.0,13,Missing/Undefined,2449089.5,102.0,1910.0,9.0,B,35.77659986,-94.88760378,1993-04-12,1993-04-12
2904,1578203,DOD1,2012,2456028.5,102,1532.0,13,Missing/Undefined,2456029.5,103.0,2000.0,1.0,B,37.3506,-115.7783,2012-04-11,2012-04-12
2905,842741,,1999,2451280.5,102,,7,Arson,,,,15.0,C,34.6744,-85.5469,1999-04-12,
2906,1553691,APR12-2011,2011,2455663.5,102,,5,Debris Burning,,,,1.0,B,32.5753919,-95.0782145,2011-04-12,
2907,1755718,FY2014-HOUSTON-033,2014,2456759.5,102,1230.0,5,Debris Burning,2456759.5,102.0,1417.0,9.52,B,32.31747222,-83.69269444,2014-04-12,2014-04-12
2908,1553699,SOUTH 183 FIRE,2011,2455663.5,102,,9,Miscellaneous,,,,1.0,B,32.991099,-99.043121,2011-04-12,
2909,557787,,2008,2454567.5,102,,3,Smoking,,,,0.25,A,39.7912,-74.7427,2008-04-11,
2910,1033921,MCKEE,1999,2451280.5,102,,5,Debris Burning,,,,0.5,B,35.1017,-83.0917,1999-04-12,
2911,1769301,,2014,2456759.5,102,1349.0,7,Arson,2456759.5,102.0,1826.0,22.0,C,35.74828,-94.62687,2014-04-12,2014-04-12
2912,935740,,2002,2452376.5,102,,7,Arson,,,,0.1,A,36.3833,-88.6667,2002-04-12,
2913,271983,RL393,2003,2452741.5,102,1155.0,8,Children,2452741.5,102.0,1210.0,0.5,B,47.8816,-94.8986,2003-04-12,2003-04-12
2914,1741854,COLE,2014,2456759.5,102,1814.0,2,Equipment Use,2456759.5,102.0,1850.0,0.5,B,43.55238,-70.58932,2014-04-12,2014-04-12
2915,1193108,,2010,2455298.5,102,,9,Miscellaneous,,,,1.03,B,41.36310813,-73.76095386,2010-04-12,
2916,1666958,,2013,2456394.5,102,,5,Debris Burning,,,,5.0,B,41.439209000000005,-91.966077,2013-04-12,
2917,254661,121,2006,2453837.5,102,1130.0,7,Arson,2453837.5,102.0,1145.0,1.0,B,47.9861,-98.9053,2006-04-12,2006-04-12
2918,1725011,LOW,2014,2456759.5,102,845.0,9,Miscellaneous,2456759.5,102.0,1000.0,0.1,A,33.64777778,-111.5588889,2014-04-12,2014-04-12
2919,384789,,2003,2452741.5,102,,7,Arson,,,,9.0,B,33.40131997,-91.86131001,2003-04-12,
2920,491196,,2006,2453837.5,102,,9,Miscellaneous,,,,2.2,B,45.2206234,-93.27827508,2006-04-12,
2921,901639,,1998,2450915.5,102,,9,Miscellaneous,,,,5.0,B,35.7472,-94.5681,1998-04-12,
2922,952363,,1992,2448723.5,102,,1,Lightning,,,,4.0,B,27.0,-81.47,1992-04-11,
2923,1227985,30471,2003,2452741.5,102,1710.0,7,Arson,2452741.5,102.0,1710.0,40.0,C,35.58270003,-94.96254997,2003-04-12,2003-04-12
2924,1199694,,2009,2454933.5,102,,7,Arson,,,,1.5,B,40.7945,-76.42686111,2009-04-12,
2925,1798717,YELLOWTIME,2015,2457124.5,102,1600.0,7,Arson,2457124.5,102.0,1635.0,0.1,A,46.1672,-93.8044,2015-04-12,2015-04-12
2926,778849,,1993,2449089.5,102,1530.0,13,Missing/Undefined,2449089.5,102.0,1950.0,90.0,C,35.15269886,-95.33969884,1993-04-12,1993-04-12
2927,793479,,1993,2449089.5,102,1419.0,5,Debris Burning,2449089.5,102.0,1433.0,0.4,B,44.87818002,-88.41744691,1993-04-12,1993-04-12
2928,1810770,,2015,2457124.5,102,1434.0,2,Equipment Use,2457124.5,102.0,1654.0,20.0,C,47.11361854,-91.82292534,2015-04-12,2015-04-12
2929,428911,,2004,2453106.5,102,,5,Debris Burning,,,,2.1,B,32.07465108,-83.1383307,2004-04-11,
2930,78427,CORRAL,1995,2449819.5,102,600.0,4,Campfire,2449819.5,102.0,900.0,0.1,A,33.27166667,-111.19166670000001,1995-04-12,1995-04-12
2931,271001,RL74,2002,2452376.5,102,1820.0,9,Miscellaneous,2452376.5,102.0,1835.0,0.3,B,47.8816,-94.9103,2002-04-12,2002-04-12
2932,1177019,APRIL,2010,2455298.5,102,1300.0,9,Miscellaneous,2455299.5,103.0,1600.0,8.0,B,41.821388899999995,-79.2483333,2010-04-12,2010-04-13
2933,671624,,2007,2454202.5,102,,7,Arson,,,,2.15,B,46.05303,-91.92735,2007-04-12,
2934,1478877,(GL) 9-MILE (318),2011,2455663.5,102,1320.0,9,Miscellaneous,2455663.5,102.0,2024.0,516.0,E,26.8542,-81.5551,2011-04-12,2011-04-12
2935,841434,,1998,2450915.5,102,,7,Arson,,,,18.0,C,32.6442,-86.1364,1998-04-12,
2936,504024,,1999,2451280.5,102,,6,Railroad,,,,0.5,B,46.68101,-92.93575799999999,1999-04-12,
2937,781677,,1993,2449089.5,102,1805.0,13,Missing/Undefined,2449089.5,102.0,2005.0,7.0,B,34.45570012,-95.98090365,1993-04-12,1993-04-12
2938,1542264,3219 HWY 34S.,2010,2455298.5,102,,5,Debris Burning,,,,2.0,B,33.05378054,-96.10960952,2010-04-12,
2939,1715363,,2007,2454202.5,102,,13,Missing/Undefined,,,,10.0,C,18.118147,-67.01245899999999,2007-04-12,
2940,1588135,,2012,2456028.5,102,1448.0,5,Debris Burning,2456028.5,102.0,1628.0,0.3,B,33.900032,-78.619019,2012-04-11,2012-04-11
2941,1755820,MARTIN FIRE,2014,2456759.5,102,1945.0,5,Debris Burning,2456759.5,102.0,2010.0,0.5,B,41.5419,-76.2367,2014-04-12,2014-04-12
2942,689800,,2004,2453106.5,102,,13,Missing/Undefined,2453106.5,102.0,,0.5,B,43.08352778,-70.67452778,2004-04-11,2004-04-11
2943,1436230,,1996,2450184.5,102,1900.0,5,Debris Burning,,,,1.0,B,32.70037,-86.46284,1996-04-11,
2944,1289787,,2009,2454933.5,102,1405.0,9,Miscellaneous,2454933.5,102.0,1405.0,1.03,B,41.500114200000006,-74.01255773,2009-04-12,2009-04-12
2945,805132,,2001,2452011.5,102,,7,Arson,,,,40.0,C,37.1447,-83.66,2001-04-12,
2946,856054,,2001,2452011.5,102,,7,Arson,,,,10.0,C,30.815,-88.2342,2001-04-12,
2947,503817,,1999,2451280.5,102,,5,Debris Burning,,,,0.1,A,46.736621,-95.834632,1999-04-12,
2948,268928,ZEBA,2006,2453837.5,102,1200.0,9,Miscellaneous,2453837.5,102.0,1210.0,0.1,A,46.7933,-88.4128,2006-04-12,2006-04-12
2949,52636,,1992,2448724.5,103,1645.0,7,Arson,2448724.5,103.0,2100.0,40.0,C,34.73333333,-77.06666667,1992-04-12,1992-04-12
2950,501277,,1997,2450551.5,103,,7,Arson,,,,20.0,C,46.72550344,-93.71145393,1997-04-13,
2951,971727,,1999,2451281.5,103,,6,Railroad,,,,0.5,B,29.77,-82.85,1999-04-13,
2952,25124,UPPER HINKLE BRANCH,2007,2454203.5,103,1558.0,7,Arson,2454203.5,103.0,1725.0,3.5,B,36.46444444,-82.00944444,2007-04-13,2007-04-13
2953,1808662,POPLAR RIDGE,2015,2457125.5,103,1643.0,11,Powerline,2457125.5,103.0,1953.0,15.0,C,38.48412871,-80.62201241,2015-04-13,2015-04-13
2954,937514,,1998,2450916.5,103,,8,Children,,,,1.0,B,35.5533,-86.135,1998-04-13,
2955,672370,,2003,2452742.5,103,,9,Miscellaneous,,,,1.75,B,44.01516997,-88.01777999,2003-04-13,
2956,1610409,FY2012-JASPER-023,2012,2456029.5,103,1140.0,5,Debris Burning,2456029.5,103.0,1200.0,0.02,A,33.3378294,-83.73653859,2012-04-12,2012-04-12
2957,1306336,,2006,2453838.5,103,1551.0,9,Miscellaneous,2453838.5,103.0,1551.0,0.6,B,42.60344175,-74.21504249,2006-04-13,2006-04-13
2958,879609,,1999,2451281.5,103,,6,Railroad,,,,1.0,B,30.7786,-83.4581,1999-04-13,
2959,199189,BOWEKATY,1993,2449090.5,103,1135.0,7,Arson,2449090.5,103.0,1402.0,2.5,B,35.2342,-108.6684,1993-04-13,1993-04-13
2960,1268284,,2008,2454568.5,103,2015.0,5,Debris Burning,2454568.5,103.0,2015.0,2.0,B,37.3566,-83.43285999999999,2008-04-12,2008-04-12
2961,486847,,2003,2452742.5,103,,5,Debris Burning,,,,6.0,B,45.73982846,-93.51646388,2003-04-13,
2962,1316093,PLYMALE BRANCH,2003,2452742.5,103,1230.0,7,Arson,2452742.5,103.0,1230.0,0.1,A,38.35053904,-82.48769671,2003-04-13,2003-04-13
2963,1487650,FY2011-BERRIEN-076,2011,2455664.5,103,1405.0,5,Debris Burning,2455664.5,103.0,1440.0,0.08,A,31.27599858,-83.10399302,2011-04-13,2011-04-13
2964,1414513,,1996,2450185.5,103,1420.0,5,Debris Burning,2450185.5,103.0,1450.0,0.1,A,31.755,-81.3318,1996-04-12,1996-04-12
2965,1446814,,1997,2450551.5,103,,4,Campfire,,,,0.1,A,44.943325,-89.47836099999999,1997-04-13,
2966,1553721,GRASS FIRE,2011,2455664.5,103,,5,Debris Burning,,,,1.0,B,31.560717999999998,-102.8986453,2011-04-13,
2967,1504875,,2011,2455664.5,103,1630.0,5,Debris Burning,2455664.5,103.0,,2.0,B,36.32676,-92.11384,2011-04-13,2011-04-13
2968,1483150,FAIRGROUNDS ROAD,2011,2455664.5,103,1628.0,9,Miscellaneous,2455664.5,103.0,1645.0,1.2,B,45.8724,-92.3964,2011-04-13,2011-04-13
2969,1744948,HILLCREST AVE,2014,2456760.5,103,,3,Smoking,2456760.5,103.0,,1.0,B,41.6604,-74.6867,2014-04-13,2014-04-13
2970,142396,GOOD FRIDAY,2001,2452012.5,103,1445.0,2,Equipment Use,2452012.5,103.0,1645.0,8.0,B,44.08333333,-85.87777778,2001-04-13,2001-04-13
2971,686724,,1999,2451281.5,103,,13,Missing/Undefined,2451281.5,103.0,,2.5,B,44.76666667,-69.81666667,1999-04-13,1999-04-13
2972,1451870,,2001,2452012.5,103,1600.0,5,Debris Burning,,,,40.0,C,37.36996,-93.3385,2001-04-13,
2973,1398890,,1996,2450185.5,103,1200.0,5,Debris Burning,2450185.5,103.0,1332.0,0.72,B,33.2986,-84.2805,1996-04-12,1996-04-12
2974,472235,,2006,2453838.5,103,,13,Missing/Undefined,,,,3.5,B,37.29963,-84.16199002,2006-04-13,
2975,795266,,1995,2449820.5,103,1539.0,9,Miscellaneous,2449820.5,103.0,1608.0,0.9,B,44.05559723,-89.88570287,1995-04-13,1995-04-13
2976,186241,18,1999,2451281.5,103,2128.0,8,Children,2451281.5,103.0,2140.0,0.1,A,45.9666,-89.8863,1999-04-13,1999-04-13
2977,261345,B BOOTH,2006,2453838.5,103,2215.0,1,Lightning,2453838.5,103.0,2340.0,0.7,B,45.1242,-100.7057,2006-04-13,2006-04-13
2978,1363948,,1996,2450185.5,103,,8,Children,2450185.5,103.0,,0.1,A,38.225,-77.545,1996-04-12,1996-04-12
2979,486901,,2003,2452742.5,103,,7,Arson,,,,1.8,B,46.35324004,-94.56751603,2003-04-13,
2980,1347952,,2002,2452377.5,103,2106.0,3,Smoking,2452377.5,103.0,2106.0,0.44,B,42.82974447,-73.95481015,2002-04-13,2002-04-13
2981,1308913,,2006,2453838.5,103,959.0,7,Arson,2453838.5,103.0,959.0,0.6,B,42.95114621,-74.71245478,2006-04-13,2006-04-13
2982,11247,KNUCKLEHEAD,2006,2453838.5,103,1241.0,7,Arson,2453842.5,107.0,950.0,3.09,B,30.54583333,-89.11,2006-04-13,2006-04-17
2983,681756,,1992,2448724.5,103,,7,Arson,,,,2.0,B,39.95,-105.23053999999999,1992-04-12,
2984,104326,SYCAMORE 07,1998,2450916.5,103,1220.0,4,Campfire,2450916.5,103.0,1235.0,0.1,A,31.38166667,-110.75666670000001,1998-04-13,1998-04-13
2985,1031140,HORSESHOE FIRE,1999,2451281.5,103,,7,Arson,,,,2.5,B,34.575,-78.6717,1999-04-13,
2986,551600,,1996,2450185.5,103,,2,Equipment Use,,,,0.25,A,39.32083,-75.025,1996-04-12,
2987,1070112,E PARLIER AV /S SMITH AV ,2007,2454203.5,103,,9,Miscellaneous,,,,1.0,B,36.61194444,-119.50194440000001,2007-04-13,
2988,1373666,,2009,2454934.5,103,1525.0,9,Miscellaneous,,,,0.25,A,41.433985299999996,-73.1167766,2009-04-13,
2989,1372981,,2007,2454204.5,104,1200.0,9,Miscellaneous,,,,0.2,A,41.6739862,-73.073164,2007-04-14,
2990,498832,,1995,2449821.5,104,,3,Smoking,,,,0.1,A,43.863105,-91.812247,1995-04-14,
2991,713824,FIRST ONE,1996,2450186.5,104,,5,Debris Burning,2450186.5,104.0,,0.01,A,43.55343,-121.51879,1996-04-13,1996-04-13
2992,471251,,2006,2453839.5,104,,13,Missing/Undefined,,,,40.0,C,37.11449999,-83.77672998,2006-04-14,
2993,1594514,,2012,2456030.5,104,730.0,7,Arson,2456030.5,104.0,815.0,1.0,B,47.3073529,-95.76091474,2012-04-13,2012-04-13
2994,790940,,1994,2449456.5,104,1608.0,5,Debris Burning,2449456.5,104.0,1632.0,0.83,B,46.5201544,-92.20076043,1994-04-14,1994-04-14
2995,1510570,HIGHWAY 74 @ BALLFIELD,2011,2455665.5,104,1615.0,13,Missing/Undefined,2455665.5,104.0,1741.0,2.0,B,34.69345,-79.26661667,2011-04-14,2011-04-14
2996,1374445,,2003,2452743.5,104,,5,Debris Burning,2452743.5,104.0,,1.0,B,37.94166666,-78.455,2003-04-14,2003-04-14
2997,259233,KENT,2008,2454569.5,104,1616.0,7,Arson,2454569.5,104.0,1751.0,2.7,B,48.8425,-99.6872,2008-04-13,2008-04-13
2998,889606,,1999,2451282.5,104,,9,Miscellaneous,,,,25.0,C,31.0167,-92.5428,1999-04-14,
2999,1336452,,2005,2453474.5,104,1438.0,9,Miscellaneous,2453474.5,104.0,1438.0,2.13,B,42.10306626,-78.79605826,2005-04-14,2005-04-14
3000,901660,,1998,2450917.5,104,,9,Miscellaneous,,,,5.0,B,36.0531,-95.0558,1998-04-14,
3001,539377,,2005,2453474.5,104,,9,Miscellaneous,,,,14.0,C,40.57984998,-74.31813999,2005-04-14,
3002,1199446,,2010,2455300.5,104,,12,Structure,,,,0.2,A,37.42124478,-81.51179245,2010-04-14,
3003,1487105,FY2011-CHARLTON-048,2011,2455665.5,104,1550.0,5,Debris Burning,2455665.5,104.0,1700.0,4.5,B,31.02563804,-81.91154444,2011-04-14,2011-04-14
3004,1617750,BRINKLEY HORSE PASTURE,2012,2456030.5,104,1210.0,9,Miscellaneous,2456030.5,104.0,1310.0,1.0,B,34.30666667,-78.23133333,2012-04-13,2012-04-13
3005,1581688,CAMERON LAKE LOOP RD,2012,2456030.5,104,1536.0,5,Debris Burning,2456031.5,105.0,1049.0,6.2,B,48.27731,-119.54275,2012-04-13,2012-04-14
3006,777920,,1994,2449456.5,104,910.0,13,Missing/Undefined,2449456.5,104.0,1120.0,40.0,C,35.64609897,-94.72779853,1994-04-14,1994-04-14
3007,1426765,DEAD BATTERIES,2010,2455300.5,104,1640.0,7,Arson,2455300.5,104.0,2030.0,8.0,B,34.99445,-79.65665,2010-04-14,2010-04-14
3008,1553739,9421 4TH STREET,2011,2455665.5,104,,3,Smoking,,,,0.1,A,33.592156,-102.030781,2011-04-14,
3009,1378548,,1993,2449091.5,104,1515.0,5,Debris Burning,2449091.5,104.0,1725.0,8.6,B,32.8184,-83.5269,1993-04-14,1993-04-14
3010,386083,,2003,2452743.5,104,,7,Arson,,,,20.0,C,36.36688999,-92.07179002,2003-04-14,
3011,1349529,,2002,2452378.5,104,1658.0,9,Miscellaneous,2452378.5,104.0,1658.0,0.75,B,41.22628997,-73.90681098,2002-04-14,2002-04-14
3012,1370527,,1999,2451282.5,104,,9,Miscellaneous,,,,0.1,A,41.6745432,-72.85815579999999,1999-04-14,
3013,1347930,,2001,2452013.5,104,1130.0,7,Arson,2452013.5,104.0,1130.0,0.58,B,42.78724499,-73.96006353,2001-04-14,2001-04-14
3014,508420,,2002,2452378.5,104,,4,Campfire,,,,0.25,A,46.61173184,-94.19131416,2002-04-14,
3015,467925,,2003,2452743.5,104,,13,Missing/Undefined,,,,5.0,B,37.88128998,-82.58991,2003-04-14,
3016,1534402,JAMES,2009,2454935.5,104,,5,Debris Burning,,,,0.5,B,29.26003402,-98.18218964,2009-04-14,
3017,267757,#393,2006,2453839.5,104,232.0,9,Miscellaneous,2453839.5,104.0,432.0,0.1,A,43.2492,-100.835,2006-04-14,2006-04-14
3018,732878,,1995,2449821.5,104,,13,Missing/Undefined,2449821.5,104.0,,0.1,A,32.77083333,-81.00416667,1995-04-14,1995-04-14
3019,1275945,WILDWOOD FIRE,2009,2454935.5,104,1659.0,7,Arson,2454935.5,104.0,1659.0,0.6,B,46.55198,-91.38271999999999,2009-04-14,2009-04-14
3020,1680278,,2013,2456396.5,104,1740.0,13,Missing/Undefined,,,,2.0,B,34.3434,-93.30029,2013-04-14,
3021,1445450,,2000,2451647.5,104,,5,Debris Burning,,,,0.6,B,44.328562,-89.054337,2000-04-13,
3022,602667,,2003,2452743.5,104,,5,Debris Burning,,,,10.0,C,32.93972001,-94.37694998,2003-04-14,
3023,1553749,GRASS FIRE,2011,2455665.5,104,,9,Miscellaneous,,,,0.5,B,30.350583,-95.19713399999999,2011-04-14,
3024,1810827,,2015,2457126.5,104,1706.0,2,Equipment Use,2457126.5,104.0,,0.25,A,42.065738,-72.50791600000001,2015-04-14,2015-04-14
3025,1629730,12-0000054,2012,2456030.5,104,,5,Debris Burning,,,,0.3,B,32.4925334,-94.5739219,2012-04-13,
3026,1275758,,2009,2454936.5,105,,5,Debris Burning,2454936.5,105.0,,0.19,A,43.9079,-89.92267,2009-04-15,2009-04-15
3027,488998,,2004,2453109.5,105,,7,Arson,,,,6.0,B,46.98266304,-95.42636883,2004-04-14,
3028,1192370,,2010,2455301.5,105,,9,Miscellaneous,,,,4.25,B,42.91041577,-78.90003839,2010-04-15,
3029,1333040,,2003,2452744.5,105,1344.0,9,Miscellaneous,2452744.5,105.0,1344.0,0.84,B,43.35411005,-76.1410977,2003-04-15,2003-04-15
3030,1615058,,2012,2456031.5,105,,12,Structure,,,,2.5,B,36.80222222,-78.50666667,2012-04-14,
3031,492637,,2007,2454205.5,105,,5,Debris Burning,,,,0.5,B,46.62834309,-94.91838435,2007-04-15,
3032,273744,RL085,2008,2454570.5,105,2105.0,8,Children,2454570.5,105.0,2125.0,0.3,B,48.0203,-94.9064,2008-04-14,2008-04-14
3033,1445477,,2002,2452379.5,105,,2,Equipment Use,,,,0.75,B,44.337272999999996,-90.626676,2002-04-15,
3034,198106,POISON,1995,2449822.5,105,1315.0,5,Debris Burning,2449822.5,105.0,1500.0,0.1,A,33.0168,-105.6005,1995-04-15,1995-04-15
3035,1624655,MCCONNELLSVILLE FIRE,2012,2456031.5,105,,3,Smoking,2456036.5,110.0,,13.0,C,43.2872,-75.7057,2012-04-14,2012-04-19
3036,1602274,CATERPILLAR FIRE,2012,2456031.5,105,1530.0,5,Debris Burning,2456031.5,105.0,1605.0,0.5,B,43.69482,-89.87236,2012-04-14,2012-04-14
3037,1031415,PAM FIRE,1999,2451283.5,105,,5,Debris Burning,,,,1.0,B,34.3517,-78.445,1999-04-15,
3038,1316075,WOODVALE DR.,2003,2452744.5,105,1235.0,11,Powerline,2452744.5,105.0,1235.0,0.1,A,38.30439906,-81.66217082,2003-04-15,2003-04-15
3039,1841914,,2015,2457127.5,105,1456.0,9,Miscellaneous,2457127.5,105.0,1651.0,2.0,B,45.60313174,-93.42986219,2015-04-15,2015-04-15
3040,578273,,2007,2454205.5,105,,9,Miscellaneous,,,,1.0,B,32.67582997,-80.34459,2007-04-15,
3041,52999,,1992,2448726.5,105,2100.0,7,Arson,2448727.5,106.0,230.0,22.0,C,36.755,-92.99166667,1992-04-14,1992-04-15
3042,706619,,1996,2450187.5,105,1627.0,7,Arson,2450187.5,105.0,1807.0,4.0,B,34.13941881,-88.26905326,1996-04-14,1996-04-14
3043,1287970,,2009,2454936.5,105,2001.0,9,Miscellaneous,2454936.5,105.0,2001.0,3.0,B,43.945237799999994,-75.91565473,2009-04-15,2009-04-15
3044,490298,,2005,2453475.5,105,,5,Debris Burning,,,,0.1,A,47.52564327,-92.24750814,2005-04-15,
3045,1333086,,2003,2452744.5,105,1042.0,9,Miscellaneous,2452744.5,105.0,1042.0,0.84,B,43.43695012,-76.06100597,2003-04-15,2003-04-15
3046,1816578,CLOTHIER LANE,2015,2457127.5,105,915.0,4,Campfire,2457127.5,105.0,1130.0,0.01,A,48.03,-114.2333,2015-04-15,2015-04-15
3047,497830,,1995,2449822.5,105,,5,Debris Burning,,,,20.0,C,48.79009251,-95.98376325,1995-04-15,
3048,257693,SHELL,2002,2452379.5,105,1955.0,9,Miscellaneous,2452379.5,105.0,2035.0,1.5,B,48.7972,-99.866,2002-04-15,2002-04-15
3049,1287096,,2009,2454936.5,105,1525.0,5,Debris Burning,2454936.5,105.0,1525.0,1.61,B,42.54683722,-76.08210426,2009-04-15,2009-04-15
3050,589329,,2005,2453475.5,105,,5,Debris Burning,,,,1.5,B,33.37833,-80.93222,2005-04-15,
3051,1327786,,2003,2452744.5,105,1327.0,9,Miscellaneous,2452744.5,105.0,1327.0,0.1,A,42.25668835,-79.663422,2003-04-15,2003-04-15
3052,1291988,,2008,2454570.5,105,1311.0,9,Miscellaneous,2454570.5,105.0,1311.0,0.67,B,42.44353424,-73.90222902,2008-04-14,2008-04-14
3053,1483777,K-10 FIRE,2011,2455666.5,105,1830.0,6,Railroad,2455666.5,105.0,1848.0,0.25,A,44.4979,-89.3747,2011-04-15,2011-04-15
3054,274868,WARRINTON1,2005,2453475.5,105,1809.0,7,Arson,2453475.5,105.0,1818.0,0.1,A,44.8719,-88.6211,2005-04-15,2005-04-15
3055,209919,TRANS II,1999,2451283.5,105,1700.0,5,Debris Burning,2451283.5,105.0,2300.0,0.1,A,41.9874,-116.1218,1999-04-15,1999-04-15
3056,258893,TODDLER,2007,2454205.5,105,1044.0,5,Debris Burning,2454205.5,105.0,1058.0,0.1,A,48.8361,-99.075,2007-04-15,2007-04-15
3057,836930,,1997,2450553.5,105,,7,Arson,,,,25.0,C,33.5522,-86.1364,1997-04-15,
3058,480523,,2005,2453475.5,105,,7,Arson,,,,0.1,A,38.41932998,-76.46532998,2005-04-15,
3059,67835,,1994,2449458.5,106,1230.0,5,Debris Burning,2449458.5,106.0,1345.0,1.0,B,42.2,-112.18333329999999,1994-04-16,1994-04-16
3060,1341913,,2005,2453476.5,106,1124.0,9,Miscellaneous,2453476.5,106.0,1124.0,1.15,B,42.92568973,-73.84239752,2005-04-16,2005-04-16
3061,216358,OTAY 84,1996,2450188.5,106,1300.0,4,Campfire,2450188.5,106.0,1300.0,0.1,A,32.5848,-116.8347,1996-04-15,1996-04-15
3062,1805442,4161583,2015,2457128.5,106,2118.0,1,Lightning,2457128.5,106.0,2244.0,0.25,A,38.38,-97.46,2015-04-16,2015-04-16
3063,669467,,2006,2453841.5,106,,5,Debris Burning,,,,0.17,A,45.07058,-88.0512,2006-04-16,
3064,203361,SNAKE,1993,2449093.5,106,1000.0,9,Miscellaneous,2449093.5,106.0,1105.0,0.5,B,33.0334,-111.7474,1993-04-16,1993-04-16
3065,932721,,2001,2452015.5,106,,7,Arson,,,,0.5,B,35.2683,-85.7,2001-04-16,
3066,1155071,,2003,2452745.5,106,1530.0,7,Arson,2452745.5,106.0,1702.0,2.0,B,34.613816,-87.361438,2003-04-16,2003-04-16
3067,1441767,,2005,2453476.5,106,2100.0,7,Arson,2453476.5,106.0,2300.0,0.5,B,35.2183333,-87.7516667,2005-04-16,2005-04-16
3068,269802,STRAWBERRY,2005,2453476.5,106,1500.0,7,Arson,2453476.5,106.0,1530.0,1.0,B,47.0669,-95.6872,2005-04-16,2005-04-16
3069,905576,,1997,2450554.5,106,,9,Miscellaneous,,,,1.0,B,32.7083,-81.2625,1997-04-16,
3070,606270,,1994,2449458.5,106,,5,Debris Burning,,,,5.0,B,32.335409999999996,-95.11875,1994-04-16,
3071,1689014,DRY FORK ROAD,2013,2456398.5,106,1700.0,5,Debris Burning,2456398.5,106.0,1830.0,3.0,B,37.30194855,-82.44174957,2013-04-16,2013-04-16
3072,491372,,2006,2453841.5,106,,9,Miscellaneous,,,,0.1,A,45.54285973,-93.85427405,2006-04-16,
3073,82937,,1995,2449823.5,106,2000.0,7,Arson,2449824.5,107.0,215.0,3.0,B,35.07166667,-84.64833333,1995-04-16,1995-04-17
3074,635870,,2006,2453841.5,106,,5,Debris Burning,,,,1.0,B,32.28098997,-101.3553,2006-04-16,
3075,1444386,,2002,2452380.5,106,,5,Debris Burning,,,,4.2,B,43.946653000000005,-89.484895,2002-04-16,
3076,447861,,2007,2454206.5,106,,2,Equipment Use,,,,0.1,A,33.3058143,-83.92132704,2007-04-16,
3077,1264092,,2002,2452380.5,106,1800.0,5,Debris Burning,2452380.5,106.0,1800.0,1.0,B,37.847,-82.902,2002-04-16,2002-04-16
3078,1043356,HIGHLAND,2001,2452015.5,106,,7,Arson,,,,6.0,B,34.8333,-79.15,2001-04-16,
3079,1446639,,2000,2451649.5,106,,2,Equipment Use,,,,0.02,A,44.878238,-89.642401,2000-04-15,
3080,572236,,2005,2453476.5,106,,5,Debris Burning,,,,3.6,B,41.90361,-76.48193997,2005-04-16,
