,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE
1818511,FY2015-LOWNDES-023,2015,2457043.5,21,1626,5.0,Debris Burning,2457043.5,21.0,1716,0.8,B,30.70786111,-83.24119444
530450,,2008,2454537.5,72,,13.0,Missing/Undefined,,,,0.1,A,34.48949,-78.64223
1578203,DOD1,2012,2456028.5,102,1532,13.0,Missing/Undefined,2456029.5,103.0,2000,1.0,B,37.3506,-115.7783
1358585,PUTNAM/DUNNS CREEK LIGHTING FIRE,2010,2455346.5,150,2220,1.0,Lightning,2455347.5,151.0,2220,0.1,A,29.587,-81.5805
1059428,LOST,2005,2453668.5,298,1032,1.0,Lightning,2453669.5,299.0,1336,0.1,A,36.94055556,-118.92611111
649897,,2008,2454682.5,217,,9.0,Miscellaneous,,,,5.0,B,32.63271,-97.2861
1865718,,2003,2452842.5,203,,13.0,Missing/Undefined,,,,0.1,A,21.3290615,-158.0548859
1462551,DAY SCHOOL,2011,2455702.5,141,0234,12.0,Structure,2455702.5,141.0,0800,1.0,B,43.2461,-102.33
1726528,KENNEDY,2014,2456933.5,276,1431,1.0,Lightning,2457001.5,344.0,0859,4.0,B,38.35666667,-119.78944444
1811263,,2015,2457146.5,124,1832,2.0,Equipment Use,2457153.5,131.0,1500,0.25,A,40.8897,-74.865
309867,LODGE,2001,2452080.5,171,1456,7.0,Arson,2452080.5,171.0,1545,15.0,C,37.04685,-119.594519
449593,,2007,2454232.5,132,,7.0,Arson,,,,1.17,B,34.63639942,-85.13733974
1395806,,1996,2450145.5,63,1301,5.0,Debris Burning,2450145.5,63.0,1343,0.98,B,32.3041,-83.4895
681921,,1994,2449544.5,192,,13.0,Missing/Undefined,,,,0.1,A,39.51173,-104.76553
1063374,LINCOLN,1996,2450254.5,172,1725,7.0,Arson,2450254.5,172.0,1733,0.1,A,37.80944,-122.4763
980601,,1996,2450397.5,315,,8.0,Children,,,,0.1,A,30.42,-86.81
881226,,1999,2451198.5,20,,5.0,Debris Burning,,,,0.5,B,32.4919,-81.2628
1478250,,2011,2455635.5,74,1430,2.0,Equipment Use,2455635.5,74.0,1600,10.0,C,42.83946991,-98.5219574
779121,,1992,2448689.5,68,1145,13.0,Missing/Undefined,2448689.5,68.0,1150,0.1,A,35.0078008,-94.45970145
526170,,2007,2454189.5,89,,13.0,Missing/Undefined,,,,1.0,B,35.23444,-79.54675
1555703,BLACK FLAT RD,2011,2455711.5,150,,9.0,Miscellaneous,,,,10.0,C,33.68064,-98.898926
698709,,1992,2448694.5,73,1400,7.0,Arson,2448694.5,73.0,1515,4.0,B,33.17617726,-89.17676521
104369,PIT,1998,2450971.5,158,1612,9.0,Miscellaneous,2450971.5,158.0,1800,0.3,B,34.375,-111.28
1002949,,1993,2449166.5,179,,1.0,Lightning,,,,0.1,A,35.075,-76.8883
491892,,2006,2453923.5,188,,9.0,Miscellaneous,,,,0.3,B,47.39810868,-94.64699201
891837,,2000,2451603.5,60,,9.0,Miscellaneous,,,,100.0,D,30.3214,-89.8131
1642444,13404,2013,2456539.5,247,1851,1.0,Lightning,2456539.5,247.0,2057,0.12,A,44.76555556,-119.89583333
1236249,FY2000-CHEROKEE-041,2000,2451600.5,57,1611,5.0,Debris Burning,2451600.5,57.0,1611,1.38,B,34.2072,-84.6538
1056209,OPS OFFICER FIRE,2004,2453159.5,155,,8.0,Children,,,,0.1,A,35.9167,-77.6333
1506782,,2011,2455776.5,215,1410,5.0,Debris Burning,2455776.5,215.0,1530,1.0,B,34.03804,-93.38795
1557266,IH 10 MM 346,2011,2455740.5,179,,2.0,Equipment Use,,,,0.1,A,30.6807577,-101.2523792
1062779,FROST CREEK,2004,2453075.5,71,1354,7.0,Arson,2453075.5,71.0,2010,98.0,C,34.05833333,-89.80833333
1815760,DITCH FIRE,2015,2457143.5,121,,3.0,Smoking,,,,0.5,B,30.621415,-97.203169
611347,,1998,2450959.5,146,,5.0,Debris Burning,,,,4.0,B,30.16653,-95.12153
147148,KP,2002,2452463.5,189,1530,1.0,Lightning,2452465.5,191.0,0615,0.2,A,33.57,-109.26666667
1540052,ROSALES DR./SAN JUAN DR.,2009,2455189.5,358,,9.0,Miscellaneous,,,,1.0,B,26.41138555,-98.94231164
331765,FISH CR,2000,2451760.5,217,1200,1.0,Lightning,2451760.5,217.0,1800,0.5,B,40.1813,-117.3657
1705241,,2004,2453259.5,255,,13.0,Missing/Undefined,,,,1.0,B,17.983538,-66.084427
1603164,,2012,2455982.5,56,1400,5.0,Debris Burning,,,,1.2,B,32.66125,-92.37081
1334099,,2004,2453182.5,178,2211,7.0,Arson,2453182.5,178.0,2211,0.5,B,42.72948654,-74.21233803
1717420,,2009,2455091.5,260,,13.0,Missing/Undefined,,,,0.5,B,18.340532,-66.343506
468387,,2004,2453063.5,59,,13.0,Missing/Undefined,,,,50.0,C,38.34249998,-83.13191999
1392584,,1996,2450181.5,99,1545,8.0,Children,2450181.5,99.0,1650,1.31,B,32.2863,-81.245
1359055,C&AMP;M (5),2010,2455479.5,283,1818,5.0,Debris Burning,2455479.5,283.0,1818,0.1,A,27.9002,-80.5476
9272,PORTAL,2006,2453937.5,202,1200,1.0,Lightning,2453938.5,203.0,2100,3.0,B,48.54,-114.95666667
501277,,1997,2450551.5,103,,7.0,Arson,,,,20.0,C,46.72550344,-93.71145393
107864,SOUTH PARK,1998,2451032.5,219,1240,1.0,Lightning,2451033.5,220.0,1230,0.2,A,45.0275,-117.29472222
1426494,HESTER SHIPMAN LANE,2010,2455264.5,68,1015,5.0,Debris Burning,2455264.5,68.0,1100,0.5,B,34.63181666,-78.70998333
869613,,1998,2451100.5,287,,6.0,Railroad,,,,0.3,B,33.3331,-84.7922
1680369,GULF AVE (64),2013,2456390.5,98,,4.0,Campfire,2456390.5,98.0,1137,3.0,B,29.2506,-81.0851
1597118,OSCEOLA 03,2012,2456025.5,99,1359,2.0,Equipment Use,2456025.5,99.0,1430,2.0,B,43.96523,-85.22407
1808394,8006,2015,2457051.5,29,1317,11.0,Powerline,2457051.5,29.0,1433,5.1,B,31.01496667,-93.98281667
1856274,,2015,2457312.5,290,1745,13.0,Missing/Undefined,2457312.5,290.0,1900,1.18,B,31.92842,-91.78696
19552,TULIP,2007,2454294.5,194,1400,1.0,Lightning,2454295.5,195.0,1200,0.25,A,46.00972222,-117.95611111
132303,BLUFF,2000,2451744.5,201,1410,1.0,Lightning,2451744.5,201.0,1700,4.0,B,29.00166667,-81.40166667
868146,,1998,2450903.5,90,,7.0,Arson,,,,0.3,B,34.5672,-84.9464
1789543,SOULSHINE,2015,2457274.5,252,1200,4.0,Campfire,2457274.5,252.0,1416,0.1,A,40.40194444,-105.41027778
454919,,2008,2454718.5,253,,2.0,Equipment Use,,,,0.25,A,32.68009657,-82.56664399
960313,,1999,2451491.5,313,,5.0,Debris Burning,,,,30.0,C,30.37,-86.14
1477508,,2011,2455653.5,92,0730,5.0,Debris Burning,2455653.5,92.0,1200,80.0,C,41.0186348,-96.82937622
866970,,2002,2452328.5,54,,5.0,Debris Burning,,,,30.0,C,36.1703,-93.3292
960400,,1992,2448729.5,108,,3.0,Smoking,,,,1.0,B,28.14,-82.64
1376126,,1993,2449087.5,100,1535,6.0,Railroad,2449087.5,100.0,1755,18.75,C,32.0301,-84.3383
1114081,COLFAX                   ,2010,2455382.5,186,,9.0,Miscellaneous,,,,0.1,A,39.08694444,-120.955
1673734,NER-20130316-012,2013,2456367.5,75,,9.0,Miscellaneous,2456367.5,75.0,,21.0,C,33.894029,-85.401552
1808803,NA,2015,2457154.5,132,1849,11.0,Powerline,2457154.5,132.0,2127,0.1,A,44.3751,-73.5631
648803,,2008,2454643.5,178,,3.0,Smoking,,,,1.0,B,30.32423,-97.66978
1589713,,2012,2456114.5,188,1835,3.0,Smoking,2456114.5,188.0,1957,4.0,B,33.589207,-81.274879
210908,431460,1994,2449550.5,198,1953,1.0,Lightning,2449584.5,232.0,1220,500.0,E,65.1996,-148.7691
80517,BEARFOOT,1995,2450040.5,323,1315,2.0,Equipment Use,2450040.5,323.0,1730,0.5,B,39.43166667,-122.64666667
846749,,1999,2451444.5,266,,5.0,Debris Burning,,,,8.0,B,31.0925,-88.3556
1454640,SIXMILE,2011,2455777.5,216,1700,1.0,Lightning,2455777.5,216.0,2116,0.1,A,45.09944444,-116.21638889
702791,,1994,2449430.5,78,2000,5.0,Debris Burning,2449430.5,78.0,2230,25.0,C,34.6427163,-89.95955994
409751,,2009,2454965.5,134,,1.0,Lightning,,,,3.0,B,29.64583,-81.33778
1736817,WILDERNESS,2014,2456788.5,131,,13.0,Missing/Undefined,2456788.5,131.0,,0.4,B,59.711183,-151.392233
974905,,1994,2449710.5,358,,2.0,Equipment Use,,,,0.1,A,30.43,-85.88
1087363,JOHNSON #1               ,2003,2452827.5,188,,2.0,Equipment Use,,,,0.1,A,36.56611111,-119.24194444
1732694,STRIKE,2014,2456870.5,213,1549,1.0,Lightning,2456870.5,213.0,1830,0.1,A,45.6928,-101.69755
644563,,2008,2454476.5,11,,5.0,Debris Burning,,,,2.0,B,32.8798,-96.14399
755130,WEST WEBER,1994,2449541.5,189,,13.0,Missing/Undefined,,,,10.0,C,41.24166,-112.07357
1235411,FY2000-BLECKLEY-035,2000,2451544.5,1,1612,5.0,Debris Burning,2451544.5,1.0,1612,1.8,B,32.4926,-83.2451
712439,HEMLOCK LANE,1996,2450275.5,193,,2.0,Equipment Use,2450275.5,193.0,,0.01,A,43.30695,-123.4235
1508097,MOUNTAIN 2,2011,2455705.5,144,0614,13.0,Missing/Undefined,,,,0.75,B,33.94206,-116.920692
1802935,RED,2015,2457146.5,124,0845,8.0,Children,2457146.5,124.0,0930,0.1,A,44.0758,-99.5764
1636817,MAGNOLIA,2013,2456325.5,33,1200,9.0,Miscellaneous,2456325.5,33.0,1305,0.1,A,39.95166667,-105.49555556
692488,,1993,2449097.5,110,0458,7.0,Arson,2449097.5,110.0,0616,6.0,B,34.70378637,-88.58992676
1732756,GARBAGE,2014,2456769.5,112,1319,5.0,Debris Burning,2456769.5,112.0,1433,0.3,B,48.9067,-99.6583
1788035,AZ-142016,2014,2456870.5,213,2023,13.0,Missing/Undefined,2456870.5,213.0,2038,0.1,A,33.6587,-112.0908
60479,,1993,2449277.5,290,1600,4.0,Campfire,2449277.5,290.0,1700,0.1,A,43.05833333,-122.65
105099,MOTHER,1998,2450943.5,130,0600,4.0,Campfire,2450943.5,130.0,1900,5.5,B,34.45833333,-112.49
343288,BOW STAFF,2005,2453591.5,221,1600,1.0,Lightning,2453593.5,223.0,1820,65.0,C,44.511508,-117.6341
1386315,,1993,2448989.5,2,2000,7.0,Arson,2448990.5,3.0,0055,2.58,B,33.8301,-84.9604
227445,CROCKETT,1993,2449236.5,249,1650,1.0,Lightning,2449236.5,249.0,1900,0.1,A,41.7666,-114.4009
659890,,2007,2454327.5,227,,13.0,Missing/Undefined,,,,0.01,A,40.90082152,-111.4142705
411328,,2005,2453388.5,18,,13.0,Missing/Undefined,,,,15.0,C,29.52110997,-82.44027998
1033557,GOLFER,1999,2451249.5,71,,5.0,Debris Burning,,,,0.5,B,35.8483,-81.4917
6011,LONGMIRE,2005,2453604.5,234,0800,3.0,Smoking,2453604.5,234.0,1630,0.1,A,47.02694444,-121.1525
971727,,1999,2451281.5,103,,6.0,Railroad,,,,0.5,B,29.77,-82.85
25124,UPPER HINKLE BRANCH,2007,2454203.5,103,1558,7.0,Arson,2454203.5,103.0,1725,3.5,B,36.46444444,-82.00944444
1535050,17599 N. 281,2009,2454964.5,133,,9.0,Miscellaneous,,,,5.0,B,26.44509249,-98.11944643
1641112,NATURAL,2013,2456509.5,217,0845,1.0,Lightning,2456509.5,217.0,1600,0.1,A,37.82027778,-109.60444444
378777,,2007,2454300.5,200,,5.0,Debris Burning,,,,0.5,B,61.63334,-149.4667
1804637,15687 LAWSON,2015,2457202.5,180,1500,1.0,Lightning,2457270.5,248.0,1515,31089.9,G,64.4380556,-152.975
12546,0399,2006,2453920.5,185,1414,1.0,Lightning,2453921.5,186.0,1550,11.0,C,44.56722222,-121.47111111
762639,,1997,2450608.5,160,,5.0,Debris Burning,,,,0.1,A,48.34186,-122.60714
482466,,2008,2454702.5,237,,3.0,Smoking,,,,0.1,A,38.77306,-76.08945
1114784,MAJOR                    ,2002,2452291.5,17,,5.0,Debris Burning,,,,0.1,A,39.08,-121.01805555
616140,,2005,2453440.5,70,,5.0,Debris Burning,,,,10.0,C,30.90610998,-94.24360998
451972,,2007,2454151.5,51,,2.0,Equipment Use,,,,0.1,A,31.16176692,-82.42169002
118433,I HAD A DREAM,1999,2451346.5,168,1630,6.0,Railroad,2451346.5,168.0,1715,0.1,A,36.76777778,-84.46861111
117215,WINTER,1999,2451533.5,355,1035,9.0,Miscellaneous,2451533.5,355.0,1100,0.1,A,33.46833333,-116.93833333
1465175,SALAZAR,2011,2455625.5,64,1408,5.0,Debris Burning,2455625.5,64.0,1800,21.0,C,34.878094,-106.710287
842741,,1999,2451280.5,102,,7.0,Arson,,,,15.0,C,34.6744,-85.5469
1163407,,2004,2453064.5,60,1517,7.0,Arson,2453064.5,60.0,1702,2.0,B,32.313827,-85.650041
119367,ICE SPRINGS 2,1999,2451367.5,189,1243,9.0,Miscellaneous,2451367.5,189.0,1451,0.1,A,43.50083333,-115.38388889
1043822,COUCH FIRE,2001,2452212.5,303,,7.0,Arson,,,,0.2,A,35.2667,-80.4667
1630831,BROWN RD FIRE,2012,2456086.5,160,,9.0,Miscellaneous,,,,15.0,C,33.201819,-98.230991
1534955,CR 357-355,2009,2454960.5,129,,9.0,Miscellaneous,,,,0.5,B,27.97199156,-97.88535809
1843597,,2015,2457156.5,134,1715,9.0,Miscellaneous,2457156.5,134.0,1724,0.1,A,40.7658,-73.0154
737625,,1994,2449360.5,8,,13.0,Missing/Undefined,2449360.5,8.0,,0.1,A,32.975,-80.825
1541443,CASA DE VACA,2010,2455267.5,71,,5.0,Debris Burning,,,,0.25,A,31.673197,-98.290365
1516007,DT FIRE,2011,2455638.5,77,1310,13.0,Missing/Undefined,2455638.5,77.0,1400,0.5,B,35.29501667,-79.43533333
1237452,FY2000-EVANS-020,2000,2451559.5,16,1122,7.0,Arson,2451559.5,16.0,1122,0.17,A,32.1322,-81.8323
1107607,NEELEY RD  GUERNEVILLE 9 ,2007,2454434.5,334,,5.0,Debris Burning,,,,1.0,B,38.485,-123.00694444
302717,AIRPORT 79,2005,2453520.5,150,1740,7.0,Arson,2453520.5,150.0,2050,1.0,B,33.3839,-110.4505
1698749,TILLEY,2013,2456495.5,203,,5.0,Debris Burning,,,,7.0,B,31.665655,-95.726194
1849515,WATER (35),2015,2457369.5,347,1420,9.0,Miscellaneous,2457370.5,348.0,1311,4.0,B,28.3659,-81.8833
2883,MESA,2005,2453636.5,266,1345,1.0,Lightning,2453640.5,270.0,1700,0.1,A,34.01861111,-107.1025
1820873,60,2015,2457090.5,68,1356,5.0,Debris Burning,2457090.5,68.0,1428,1.0,B,38.77,-95.8
203447,SWEETGRASS,1993,2449106.5,119,1710,9.0,Miscellaneous,2449106.5,119.0,1830,3.5,B,33.1201,-111.8507
475477,,2005,2453655.5,285,,1.0,Lightning,,,,10.0,C,31.17871426,-92.69888453
1187656,,2010,2455308.5,112,,5.0,Debris Burning,,,,0.5,B,42.49878,-77.68909
377444,,2003,2452832.5,193,,4.0,Campfire,,,,0.1,A,60.51667001,-151.03329998
667861,,2007,2454259.5,159,,5.0,Debris Burning,,,,0.01,A,46.85799,-122.4968
662669,,2006,2453808.5,73,,5.0,Debris Burning,,,,0.2,A,38.18383,-77.48932998
811431,,2004,2453073.5,69,,5.0,Debris Burning,,,,8.0,B,31.0908,-89.4611
184492,R284,1997,2450568.5,120,1430,8.0,Children,2450568.5,120.0,1500,0.2,A,47.8666,-95.0169
1859796,RAINY NIGHT,2015,2457160.5,138,2125,9.0,Miscellaneous,2457160.5,138.0,2150,0.1,A,35.504716,-80.67115
726519,,1996,2450282.5,200,,13.0,Missing/Undefined,2450282.5,200.0,1200,2.0,B,33.125,-80.77083333
391712,,2005,2453552.5,182,,9.0,Miscellaneous,,,,0.5,B,33.73800412,-112.61323489
1292067,,2008,2454574.5,109,1644,9.0,Miscellaneous,2454574.5,109.0,1644,1.68,B,42.68703748,-73.85060503
1634521,I20 MM 297 EASTBOUND,2012,2456251.5,325,,9.0,Miscellaneous,,,,0.1,A,32.425036,-99.568405
139446,5 MILES EAST,2001,2452133.5,224,1534,1.0,Lightning,2452133.5,224.0,1900,0.5,B,41.90833333,-115.3475
1459150,UPPER BUFFALO,2011,2455642.5,81,0215,9.0,Miscellaneous,2455642.5,81.0,,3.3,B,34.80777778,-94.04833333
1104511,MEADOW                   ,1999,2451425.5,247,,4.0,Campfire,,,,0.1,A,38.875,-120.81111111
608783,,1996,2450094.5,12,,5.0,Debris Burning,,,,8.0,B,31.57708,-95.66042
1371619,,2000,2451635.5,92,1510,7.0,Arson,,,,1.0,B,41.8245424,-72.8937122
424286,,2005,2453443.5,73,,5.0,Debris Burning,,,,0.25,A,32.94545437,-84.35145526
1553691,APR12-2011,2011,2455663.5,102,,5.0,Debris Burning,,,,1.0,B,32.5753919,-95.0782145
30544,CARIBOU SHED,2008,2454668.5,203,1400,1.0,Lightning,2454671.5,206.0,1300,2.0,B,48.97027778,-117.08722222
1054223,GEORGE HILDEBRAN,2003,2452996.5,357,,3.0,Smoking,,,,0.1,A,35.6667,-81.4667
1198758,,2009,2454913.5,82,,2.0,Equipment Use,,,,0.1,A,39.96894444,-78.15830556
491856,,2006,2453922.5,187,,9.0,Miscellaneous,,,,0.5,B,46.80990127,-92.36211826
26812,005 GOOD CATCH,2008,2454486.5,21,1200,4.0,Campfire,2454486.5,21.0,1245,1.0,B,31.27055556,-92.64805556
1253205,FY2002-COWETA-114,2002,2452434.5,160,1430,9.0,Miscellaneous,2452434.5,160.0,1430,0.01,A,33.3844,-84.6491
619482,,2005,2453649.5,279,,7.0,Arson,,,,75.0,C,31.96743998,-97.41888999
1677160,WETHOLE FIRE,2013,2456329.5,37,1500,7.0,Arson,2456329.5,37.0,1800,6.0,B,35.08433333,-78.88821667
108840,TWO COWBOYS,1998,2450959.5,146,1415,1.0,Lightning,2450960.5,147.0,1500,0.3,B,39.09333333,-105.34666667
1043516,FLIPPED BIKE,2001,2452215.5,306,,7.0,Arson,,,,3.0,B,34.6833,-79.2333
1270976,,2009,2454886.5,55,1530,5.0,Debris Burning,2454886.5,55.0,1530,1.0,B,37.63511,-82.64975
1741601,KEEN CEMETERY ROAD (45),2014,2456737.5,80,1745,2.0,Equipment Use,2456737.5,80.0,2009,5.9,B,30.4813,-81.8505
1662084,UNKNOWN,2013,2456461.5,169,2055,1.0,Lightning,2456461.5,169.0,2300,0.2,A,39.4204,-105.197
1275161,MS0    1010-3330125001,2010,2455221.5,25,1442,13.0,Missing/Undefined,,,,1.0,B,31.773204,-89.769949
100854,WILLIAMS CREEK,1997,2450702.5,254,0854,1.0,Lightning,2450702.5,254.0,1050,0.1,A,43.495,-115.51
1220953,MS0    1010-5150306011,2010,2455261.5,65,1546,13.0,Missing/Undefined,,,,15.0,C,32.011972,-90.568612
86519,PRONG,1996,2450310.5,228,0800,1.0,Lightning,2450311.5,229.0,1800,0.1,A,34.12333333,-110.81
987319,,2000,2451899.5,356,,6.0,Railroad,,,,30.0,C,28.75,-81.47
1741568,KNOBSVILLE,2014,2456731.5,74,1510,2.0,Equipment Use,2456731.5,74.0,1800,17.0,C,40.01417,-77.96806
73897,,1994,2449403.5,51,1300,5.0,Debris Burning,2449403.5,51.0,1500,2.0,B,35.97,-82.87
1635784,MDF WM JOSEPH,2013,2456525.5,233,1948,1.0,Lightning,2456527.5,235.0,1122,0.1,A,41.62694444,-120.31305556
235061,DEER MOUSE,1996,2450331.5,249,1800,1.0,Lightning,2450331.5,249.0,2000,0.1,A,38.3905,-113.1722
392443,,2003,2452820.5,181,,13.0,Missing/Undefined,,,,0.1,A,39.5185312,-105.36591963
1672379,,2013,2456388.5,96,1839,3.0,Smoking,2456388.5,96.0,2047,1.5,B,34.580601,-79.434494
380538,,1999,2451287.5,109,,5.0,Debris Burning,,,,0.1,A,61.59952,-149.3454
292861,CAMP,2009,2455035.5,204,1612,1.0,Lightning,2455036.5,205.0,1131,0.1,A,37.097297,-108.441692
1583743,DIRTY HENRY,2012,2456134.5,208,1604,1.0,Lightning,2456134.5,208.0,2143,0.1,A,47.2842,-113.6017
696030,,1995,2449988.5,271,1521,5.0,Debris Burning,2449988.5,271.0,1651,1.0,B,31.28259526,-89.1714418
1545672,10-765,2010,2455462.5,266,,5.0,Debris Burning,,,,1.0,B,26.198377,-98.088018
88875,AMBER,1996,2450300.5,218,1900,1.0,Lightning,2450301.5,219.0,0030,1.0,B,34.45333333,-112.495
1245262,FY2001-EMANUEL-001,2000,2451735.5,192,1634,5.0,Debris Burning,2451735.5,192.0,1634,0.5,B,32.4752,-82.2561
1873946,CITRUS,2009,2455021.5,190,1619,2.0,Equipment Use,,,,0.5,B,36.068029,-118.876548
1671719,CLARE 21,2013,2456439.5,147,1227,13.0,Missing/Undefined,2456439.5,147.0,1315,2.4,B,43.96251,-84.77289
429077,,2004,2453240.5,236,,2.0,Equipment Use,,,,0.01,A,32.44975531,-82.70121364
730764,,1996,2450178.5,96,,13.0,Missing/Undefined,2450178.5,96.0,,0.5,B,35.0625,-82.625
55257,,1993,2449253.5,266,1100,4.0,Campfire,2449269.5,282.0,1600,1.5,B,33.6,-108.41666667
1231768,,2010,2455336.5,140,,9.0,Miscellaneous,,,,0.1,A,39.6751,-104.8861
1116322,DOG BAR                  ,2008,2454768.5,303,,2.0,Equipment Use,,,,2.0,B,39.14611111,-121.03111111
629943,,2006,2453794.5,59,,5.0,Debris Burning,,,,10.0,C,30.7889,-96.54252999
1779435,,2014,2456768.5,111,1436,9.0,Miscellaneous,2456845.5,188.0,1455,2.25,B,43.3319,-74.9393
928387,,2002,2452331.5,57,,7.0,Arson,,,,4.0,B,33.9667,-79.1333
1597734,DAWN LAKE,2012,2456134.5,208,1130,4.0,Campfire,2456134.5,208.0,1215,0.01,A,47.42329,-123.06776
578291,,2007,2454209.5,109,,5.0,Debris Burning,,,,1.0,B,32.58333001,-80.93332999
1222684,MS0    1010-2491021003,2010,2455490.5,294,1603,13.0,Missing/Undefined,,,,1.0,B,33.621824,-89.664702
1817553,,2015,2457272.5,250,1350,4.0,Campfire,2457272.5,250.0,,0.25,A,42.34019,-72.643836
1561029,SEARS FIRE,2011,2455809.5,248,,5.0,Debris Burning,,,,1.0,B,33.545407,-96.399113
88417,BLACKERBY,1996,2450335.5,253,1530,9.0,Miscellaneous,2450340.5,258.0,1800,1100.0,F,45.88833333,-116.03
1063764,MCKENZIE,2004,2453216.5,212,1634,1.0,Lightning,2453217.5,213.0,1200,1.0,B,45.6797,-103.5396
367438,GRASS,2003,2452933.5,294,1230,5.0,Debris Burning,2452933.5,294.0,1245,0.2,A,26.23,-98.36305556
291158,LAGOON,2008,2454481.5,16,1150,9.0,Miscellaneous,2454481.5,16.0,1230,0.3,B,35.4933,-97.0789
1471836,WALKER MT,2011,2455797.5,236,,1.0,Lightning,2455801.5,240.0,,0.2,A,42.52639,-123.35611
1248102,FY2001-PICKENS-028,2001,2451947.5,38,1425,5.0,Debris Burning,2451947.5,38.0,1425,0.18,A,34.4814,-84.4685
845305,,1999,2451539.5,361,,5.0,Debris Burning,,,,0.5,B,32.0036,-86.1567
1525356,LIVINGSTON - 418,2011,2455710.5,149,1616,9.0,Miscellaneous,2455710.5,149.0,2026,80.0,C,30.31383333,-94.07783333
1521370,,2011,2455570.5,9,1144,5.0,Debris Burning,2455570.5,9.0,1235,1.0,B,37.562659,-90.351365
1202407,,2010,2455375.5,179,,5.0,Debris Burning,,,,0.91,B,33.35599227,-84.78375985
1177505,PRESTRIDGE,2010,2455374.5,178,2100,1.0,Lightning,2455375.5,179.0,1021,0.1,A,32.8216667,-105.640833
1444865,,2001,2452103.5,194,,9.0,Miscellaneous,,,,0.2,A,44.084724,-89.345218
701589,,1994,2449430.5,78,2030,7.0,Arson,2449430.5,78.0,,185.0,D,31.65769355,-89.29691525
823546,,2000,2451753.5,210,1807,7.0,Arson,,,,1.0,B,31.7928,-90.4133
1570595,TURKEY ROAD,2012,2456108.5,182,1118,5.0,Debris Burning,2456112.5,186.0,1630,122.5,D,33.82055556,-82.11361111
320960,UNNAMED FIRE 3678,2007,2454243.5,143,1500,2.0,Equipment Use,2454243.5,143.0,1543,1.0,B,40.477397,-122.225992
557653,,2008,2454763.5,298,,9.0,Miscellaneous,,,,0.25,A,41.2285,-74.6682
861207,JERUSALEM COMPLEX,1999,2451445.5,267,,5.0,Debris Burning,,,,100.0,D,36.1958,-90.6069
664182,,2008,2454620.5,155,,1.0,Lightning,,,,1.0,B,38.00472,-78.355
1186132,,2010,2455546.5,350,,5.0,Debris Burning,,,,0.3,B,33.762672,-79.491257
1179507,DELLAGO,2010,2455427.5,231,1256,9.0,Miscellaneous,2455427.5,231.0,1315,1.0,B,34.6716667,-118.768056
521131,,2005,2453454.5,84,,7.0,Arson,,,,0.1,A,34.88126,-79.69835
1248959,FY2001-TATTNALL-058,2001,2451973.5,64,0248,7.0,Arson,2451973.5,64.0,0248,1.0,B,32.1494,-82.014
1808662,POPLAR RIDGE,2015,2457125.5,103,1643,11.0,Powerline,2457125.5,103.0,1953,15.0,C,38.48412871,-80.62201241
1345936,,2001,2452220.5,311,1717,3.0,Smoking,2452220.5,311.0,1717,2.0,B,40.68142184,-73.69834596
411332,,2005,2453389.5,19,,9.0,Miscellaneous,,,,60.0,C,29.25861001,-82.48943999
267972,PROBLEM III,2006,2453939.5,204,2316,8.0,Children,2453940.5,205.0,0116,0.1,A,43.2564,-100.8389
52774,,1992,2448877.5,256,1519,5.0,Debris Burning,2448877.5,256.0,1814,45.0,C,30.55833333,-95.765
1645815,RL 153,2013,2456420.5,128,1650,7.0,Arson,2456420.5,128.0,1715,0.5,B,48.0205,-94.9061
576895,,2007,2454153.5,53,,2.0,Equipment Use,,,,8.1,B,35.16240002,-81.86472
1253061,FY2002-COOK-058,2002,2452332.5,58,1140,5.0,Debris Burning,2452332.5,58.0,1140,8.57,B,31.1385,-83.4363
858987,,2002,2452314.5,40,,9.0,Miscellaneous,,,,0.5,B,30.4797,-88.3183
414506,,2006,2453752.5,17,,9.0,Miscellaneous,,,,3.0,B,28.51056002,-82.16221997
1529828,1704/ELLA,2009,2454862.5,31,,5.0,Debris Burning,,,,6.0,B,30.33242035,-97.36813286
682734,,1995,2449936.5,219,,3.0,Smoking,,,,1.0,B,38.09299,-102.45647
1705113,,2004,2453215.5,211,,13.0,Missing/Undefined,,,,0.25,A,18.119322,-65.417709
1329843,,2003,2452762.5,123,1748,9.0,Miscellaneous,2452762.5,123.0,1748,0.1,A,40.51800462,-74.19371557
263190,SHIRT-2,2002,2452454.5,180,1330,10.0,Fireworks,2452454.5,180.0,1500,0.1,A,43.6569,-102.8796
853426,,2001,2451976.5,67,,7.0,Arson,,,,1.0,B,34.6022,-85.6978
763933,,1995,2449928.5,211,,9.0,Miscellaneous,,,,0.1,A,48.33918,-122.14166
1074770,OUTHOUSE                 ,2002,2452480.5,206,,7.0,Arson,,,,1.0,B,37.00305555,-119.86694444
489150,,2004,2453121.5,117,,7.0,Arson,,,,8.0,B,45.86399057,-93.75878214
792136,,1994,2449445.5,93,1745,2.0,Equipment Use,2449445.5,93.0,1819,9.0,B,45.58557282,-90.12022126
